Name,Powerstate,Template,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Change Version,CPU,Memory,RAM,NICs,Disks,Network #1,Network #2,Network #3,Network #4,Num Monitors,Video Ram KB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MB,SpaceGB,In Use MB,Unshared MB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Annotation,SRM-com.vmware.vcDr:::protected,VRM Owner,vrmManagedMachine,XtremSW administration,Datacenter,Cluster,Host,OS according to the configuration file,OS,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
dca-dev1168,poweredOn,FALSE,green,dca-dev1168.dtenet.com,connected,running,green,FALSE,11/14/2018 4:36,,2018-11-14T09:36:06.060647Z,2,"4,096",4,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"567,461",554,"567,461","563,200",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a0002c] dca-dev1168/dca-dev1168.vmx,,,,,,ADC,ADC-Windows,vm133ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1426,423f49b0-14bb-73b4-8c03-1604d062bb11,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1169,poweredOn,FALSE,green,dca-dev1169,connected,running,gray,FALSE,9/18/2018 9:10,,2018-09-18T13:10:36.549692Z,2,"8,192",8,1,2,ADC-DMZ-WEB-DEV,,,,1,"4,096",/ADC-DMZ/ADC-DMZ-Internet/Resources,,,TRUE,notConfigured,gray,-1,-1,"422,013",412,"422,013","409,600",medium,none,vmMonitoringOnly,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[LUN_10] dca-dev1169/dca-dev1169.vmx,Login with Administrator / Changeme1,,,,,ADC-DMZ,ADC-DMZ-Internet,vm153ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1510,423fae15-15b4-104a-0a1f-8b6b6a5e24a6,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1170,poweredOn,FALSE,green,dca-dev1170.dtenet.com,connected,running,green,FALSE,11/8/2018 15:46,,2018-11-08T20:46:10.709863Z,4,"8,192",8,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,759",108,"110,759","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001f] dca-dev1170/dca-dev1170.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1445,423f86a4-26b5-95a7-4c58-c65bfae270ce,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1171,poweredOn,FALSE,green,dca-dev1171.dtenet.com,connected,running,green,FALSE,11/14/2018 0:05,,2018-11-14T05:05:34.674093Z,4,"16,384",16,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"129,207",126,"129,207","112,640",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00020] dca-dev1171/dca-dev1171.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1446,423f701d-0d49-af3f-7dc2-3a424eb6fc2b,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1172,poweredOn,FALSE,green,dca-dev1172.dtenet.com,connected,running,green,FALSE,11/14/2018 12:26,,2018-11-14T17:25:37.264041Z,4,"16,384",16,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"118,951",116,"118,951","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00014] dca-dev1172/dca-dev1172.vmx,,,,,,ADC,ADC-Windows,vm118ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1452,423f6aeb-7f54-6932-e7ee-007ffa2a4a00,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1173,poweredOn,FALSE,green,dca-dev1173.dtenet.com,connected,running,green,FALSE,11/14/2018 6:45,,2018-11-14T11:45:35.27099Z,4,"8,192",8,1,3,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"213,159",208,"213,159","204,800",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0002a] dca-dev1173/dca-dev1173.vmx,,,,,,ADC,ADC-Windows,vm173ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1453,423f5b84-e2e2-f84a-09f1-27613731ae1f,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1174,poweredOn,FALSE,green,dca-dev1174.dtenet.com,connected,running,green,FALSE,11/5/2018 3:17,,2018-11-05T08:16:59.717368Z,6,"24,576",24,1,6,Primary-OTV,,,,1,"4,096",/ADC/ADC-MSSQL/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"1,222,830","1,194","1,222,830","1,198,080",medium,none,vmMonitoringOnly,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00027] dca-dev1174/dca-dev1174.vmx,,,,,,ADC,ADC-MSSQL,vm144ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1454,423f0ee3-7b95-a117-bb47-1409c13bebe3,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1178,poweredOn,FALSE,green,dca-dev1178.dtenet.com,connected,running,green,FALSE,11/13/2018 22:01,,2018-11-14T03:00:33.519094Z,4,"8,192",8,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,759",108,"110,759","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001f] dca-dev1178/dca-dev1178.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1447,423f32ea-2b99-5f74-c511-9a2e1c0562f4,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1179,poweredOn,FALSE,green,dca-dev1179.dtenet.com,connected,running,green,FALSE,11/14/2018 10:01,,2018-11-14T15:00:39.376829Z,4,"16,384",16,1,8,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"395,431",386,"395,431","378,880",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00051] dca-dev1179/dca-dev1179.vmx,,,,,,ADC,ADC-Windows,vm173ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1448,423f9395-ceee-e9d4-7092-8b5fe077881e,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1180,poweredOn,FALSE,green,dca-dev1180.dtenet.com,connected,running,gray,FALSE,11/14/2018 12:50,,2018-11-14T17:50:40.068287Z,4,"8,192",8,1,5,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"172,199",168,"172,199","163,840",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001f] dca-dev1180/dca-dev1180.vmx,,,,,,ADC,ADC-Windows,vm110ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1449,423f1f3a-b01f-0e61-92c6-1c596f9d175c,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1181,poweredOn,FALSE,green,dca-dev1181.dtenet.com,connected,running,green,FALSE,11/13/2018 22:15,,2018-11-14T03:15:34.082747Z,4,"8,192",8,1,3,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"131,239",128,"131,239","122,880",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00020] dca-dev1181/dca-dev1181.vmx,,,,,,ADC,ADC-Windows,vm172ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1450,423f451a-af06-cb06-cc8d-5e1c4b33f27f,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1182,poweredOn,FALSE,green,dca-dev1182.dtenet.com,connected,running,green,FALSE,9/17/2018 11:02,,2018-09-17T15:02:04.221608Z,4,"16,384",16,1,6,Primary-OTV,,,,1,"4,096",/ADC/ADC-MSSQL/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"651,443",636,"651,443","634,880",medium,none,vmMonitoringOnly,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0001e] dca-dev1182/dca-dev1182.vmx,,,,,,ADC,ADC-MSSQL,vm098ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1451,423fa05c-182e-5490-f26e-e4fbcc897c93,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1190,poweredOn,FALSE,green,dca-dev1190.dtenet.com,connected,running,green,FALSE,11/14/2018 10:16,,2018-11-14T15:15:43.128714Z,2,"32,768",32,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"288,933",282,"288,933","256,000",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a00013] dca-dev1190/dca-dev1190.vmx,,,,,,ADC,ADC-Windows,vm109ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1514,423f0e0c-2197-104a-9f43-ca10f66549b4,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1191,poweredOn,FALSE,green,dca-dev1191.dtenet.com,connected,running,green,FALSE,10/26/2018 21:17,,2018-10-27T01:17:41.439712Z,2,"16,384",16,1,6,Primary-OTV,,,,1,"4,096",/ADC/ADC-MSSQL/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"620,844",606,"620,844","604,160",medium,none,vmMonitoringOnly,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a00058] dca-dev1191/dca-dev1191.vmx,,,,,,ADC,ADC-MSSQL,vm144ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1515,423f4893-42f6-8827-5b69-ba35c2cc2953,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1224,poweredOn,FALSE,green,dca-dev1224.dtenet.com,connected,running,gray,FALSE,11/14/2018 12:25,,2018-11-14T17:25:37.459956Z,4,"16,384",16,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"374,955",366,"374,955","358,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0002e] dca-dev1224/dca-dev1224.vmx,,,,,,ADC,ADC-Windows,vm132ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1663,423fa74b-b93f-4f5c-473a-71aa1d37f0f8,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1265,poweredOn,FALSE,green,DCA-DEV1265.dtenet.com,connected,running,green,FALSE,11/14/2018 5:00,,2018-11-14T10:00:33.268569Z,2,"4,096",4,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"106,682",104,"106,682","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00050] dca-dev1265/dca-dev1265.vmx,,,,,,ADC,ADC-Windows,vm110ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1694,423f256d-69c8-9918-162c-b0ea25571411,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1278,poweredOn,FALSE,green,dca-dev1278.dtenet.com,connected,running,green,FALSE,11/14/2018 11:40,,2018-11-14T16:40:35.353116Z,2,"4,096",4,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"106,661",104,"106,661","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00014] dca-dev1278/dca-dev1278.vmx,,,,,,ADC,ADC-Windows,vm109ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1743,423f3568-a1d4-44f3-1a56-5b3e9371548c,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1292,poweredOn,FALSE,green,dca-dev1292.dtenet.com,connected,running,green,FALSE,11/11/2018 21:07,,2018-11-12T02:06:51.641062Z,2,"16,384",16,1,6,Primary-OTV,,,,1,"4,096",/ADC/ADC-MSSQL/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"472,230",461,"472,230","455,680",medium,none,vmMonitoringOnly,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00027] dca-dev1292/dca-dev1292.vmx,,,,,,ADC,ADC-MSSQL,vm098ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1748,423feb0a-d858-a687-749e-1398ed02d70c,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1324,poweredOn,FALSE,green,dca-dev1324.SecurityAcc.tst,connected,running,green,FALSE,11/14/2018 8:21,,2018-11-14T13:21:30.487889Z,2,"4,096",4,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"157,861",154,"157,861","153,600",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a00050] dca-dev1324/dca-dev1324.vmx,,,,,,ADC,ADC-Windows,vm134ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1813,423f5b2b-7ef3-e946-2910-cdc17d578f5b,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1325,poweredOn,FALSE,green,dca-dev1325.SecurityTest.tst,connected,running,green,FALSE,11/14/2018 8:21,,2018-11-14T13:21:53.127151Z,2,"4,096",4,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"157,861",154,"157,861","153,600",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a0002e] dca-dev1325/dca-dev1325.vmx,,,,,,ADC,ADC-Windows,vm118ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1814,423ff1fe-268d-6d6d-f14e-5aebe240a10b,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1330,poweredOn,FALSE,green,dca-dev1330.dtenet.com,connected,running,gray,FALSE,11/14/2018 11:55,,2018-11-14T16:55:36.972462Z,4,"8,192",8,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"161,982",158,"161,982","153,602",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0002c] dca-dev1330/dca-dev1330.vmx,,,,,,ADC,ADC-Windows,vm109ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1806,423f067d-a5e7-ba18-322d-efcfab09c2ac,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1331,poweredOn,FALSE,green,dca-dev1331.dtenet.com,connected,running,green,FALSE,11/14/2018 11:45,,2018-11-14T16:45:45.883647Z,4,"8,192",8,2,2,Primary-OTV,Primary-OTV,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,782",108,"110,782","102,402",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00050] dca-dev1331/dca-dev1331.vmx,,,,,,ADC,ADC-Windows,vm173ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1810,423f27d5-6feb-105d-6422-ee34ee22306c,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1332,poweredOn,FALSE,green,dca-dev1332.dtenet.com,connected,running,green,FALSE,11/14/2018 11:11,,2018-11-14T16:11:09.20349Z,4,"8,192",8,2,2,Primary-OTV,Backup,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"161,982",158,"161,982","153,602",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00050] dca-dev1332/dca-dev1332.vmx,,,,,,ADC,ADC-Windows,vm110ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1808,423f4201-a141-687f-59ca-fd61a07a2981,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1333,poweredOn,FALSE,green,dca-dev1333.dtenet.com,connected,running,green,FALSE,11/14/2018 5:36,,2018-11-14T10:35:36.405063Z,8,"8,192",8,2,2,Primary-OTV,Primary-OTV,,,1,"8,192",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,786",108,"110,786","102,402",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00053] dca-dev1333/dca-dev1333.vmx,,,,,,ADC,ADC-Windows,vm134ad.dteco.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1812,423ffe43-01db-d651-3c52-24725baa7a53,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1346,poweredOn,FALSE,green,dca-dev1346.dtenet.com,connected,running,green,FALSE,11/13/2018 23:00,,2018-11-14T04:00:35.461677Z,1,"4,096",4,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"106,660",104,"106,660","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00053] dca-dev1346/dca-dev1346.vmx,,,,,,ADC,ADC-Windows,vm132ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1889,423f0292-c956-e259-9f28-5ea748a4da0c,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1358,poweredOn,FALSE,green,dca-dev1358.dtenet.com,connected,running,green,FALSE,11/14/2018 11:55,,2018-11-14T16:55:37.401591Z,1,"16,384",16,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"118,948",116,"118,948","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00053] dca-dev1358/dca-dev1358.vmx,,,,,,ADC,ADC-Windows,vm132ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1914,423f4b79-8d2f-cc01-7a7a-ec26ae6ce3ec,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1372,poweredOn,FALSE,green,dca-dev1372.dtenet.com,connected,running,green,FALSE,11/3/2018 8:11,,2018-11-03T12:11:16.888731Z,2,"6,144",6,1,6,Primary-OTV,,,,1,"4,096",/ADC/ADC-MSSQL/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"641,190",626,"641,190","634,880",medium,none,vmMonitoringOnly,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00058] dca-dev1372/dca-dev1372.vmx,,,,,,ADC,ADC-MSSQL,vm098ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1930,423f8f74-5695-cd8c-66fa-cbf95408f21b,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1386,poweredOn,FALSE,green,dca-dev1386.dtenet.com,connected,running,gray,FALSE,11/14/2018 12:36,,2018-11-14T17:35:35.975452Z,4,"32,768",32,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"288,935",282,"288,935","256,000",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a0002e] dca-dev1386/dca-dev1386.vmx,,,,,,ADC,ADC-Windows,vm106ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2025,423f89f9-9c27-06a1-f175-234386f1c450,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1387,poweredOn,FALSE,green,dca-dev1387.dtenet.com,connected,running,green,FALSE,11/14/2018 0:06,,2018-11-14T05:05:51.31697Z,4,"32,768",32,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"288,935",282,"288,935","256,000",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,8,none,never,,[XIO-ADC-514f0c5c70a0002e] dca-dev1387/dca-dev1387.vmx,,,,,,ADC,ADC-Windows,vm110ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2026,423f5922-f19d-8c41-ad93-5cfe2aa8d909,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1396,poweredOn,FALSE,green,dca-dev1396.dtenet.com,connected,running,green,FALSE,11/13/2018 4:16,,2018-11-13T09:16:20.860883Z,2,"8,192",8,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,757",108,"110,757","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a00014] dca-dev1396/dca-dev1396.vmx,,,,,,ADC,ADC-Windows,vm134ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2490,423f05cd-f4b9-ea7d-1165-71e056ddf20f,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
dca-dev1399,poweredOn,FALSE,green,dca-dev1399.dtenet.com,connected,running,green,FALSE,11/14/2018 4:35,,2018-11-14T09:35:35.528121Z,2,"8,192",8,1,2,Primary-OTV,,,,1,"4,096",/ADC/ADC-Windows/Resources/Non-Production,,,TRUE,notConfigured,gray,-1,-1,"110,757",108,"110,757","102,400",medium,none,vmMonitoringDisabled,,,FALSE,0,"10,000",FALSE,FALSE,bios,9,none,never,,[XIO-ADC-514f0c5c70a0002d] dca-dev1399/dca-dev1399.vmx,,,,,,ADC,ADC-Windows,vm134ad.dteco.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2135,423f240d-f5a2-eb22-c407-1233c29e359f,VMware vCenter Server 6.0.0 build-9313458,6,dca-pro955,D3DC0D0A-6C54-44A9-90A2-E9E0E2447B7C
